Link,Name,Image,About,HowToMake,Ingredients,Garnish,Glass,Flavor,BaseSpirit,CocktailType,Preparation,Served,Strength,Difficulty,Hours,Occasions,Theme,Brands
https://www.liquor.com/recipes/amai-doku-2/,Amai Doku #2,https://cdn.liquor.com/wp-content/uploads/2017/12/18215755/Amai-Doku-2a-260x260.jpg,This soju cocktail’s name translates to “Sweet Poison #2.”,Add all ingredients except the soda to a shaker and fill with ice. Shake and strain into a Collins glass. Top with soda and garnish with half a kumquat.,Raicilla;Soju;Grapefruit juice;Kumquat shrub;Soda,Half a kumquat,Collins,Bubbly;Fruity/Citrus-forward;Sour,Soju,Modern Classics,Shaken,Neat/Up,Medium,Complicated,Afternoon;Evening,,,
https://www.liquor.com/recipes/hwayo-vieux-carre/,Hwayo Vieux Carre,https://cdn.liquor.com/wp-content/uploads/2017/12/18220221/Hwayo-Vieux-Carre-recipe-a-260x260.jpg,This take on the New Orleans classic uses popular Korean spirit soju.,Add all ingredients to a mixing glass and fill with ice. Stir and strain into an Old Fashioned glass. Garnish with a lemon twist.,Hwayo 41;Sweet vermouth;Cognac;Dom Benedictine;Angostura bitters;Peychaud's Bitters,1 twist Lemon,Old Fashioned;Rocks,Bitter;Spirit-forward,Soju,Classics,Stirred,Neat/Up,Strong,Medium,Afternoon;Aperitif;Evening,,,Angostura Bitters;Bénédictine;Hwayo;Peychaud's Bitters
https://www.liquor.com/recipes/hwayo-negroni/,Hwayo Negroni,https://cdn.liquor.com/wp-content/uploads/2015/08/Hwayo-Negroni-recipe-260x260.jpg,This take on the classic Italian aperitif uses popular Korean spirit soju instead of gin.,Add all ingredients to a shaker and fill with ice. Shake and strain into a coupe glass. Garnish with an orange peel.,Hwayo 41;Sweet vermouth;Campari;Orange bitters,1 peel Orange,Coupe,Bitter;Spirit-forward,Liqueurs;Soju,Classics,Shaken,Neat/Up,Strong,Simple,Afternoon;Aperitif;Evening,,Summer,Campari;Hwayo
https://www.liquor.com/recipes/nail-in-the-coffin/,Nail in the Coffin -,https://cdn.liquor.com/wp-content/uploads/2015/08/Nail-In-the-Coffin-recipe-260x260.jpg,This spirit-forward cocktail from San Francisco’s Dirty Habit combines Italian bitter amaro and Portuguese wine with Japanese whisky and Spanish liqueur.,Add all ingredients to a mixing glass filled with ice and stir. Strain into a Nick &amp; Nora or coupe glass and garnish with freshly shaved black cardamom.,Dry Madeira wine;Licor 43;Fernet-Branca,Shaved black cardamom,Coupe,Spirit-forward,Japanese Whisky,Modern Classics,Stirred,Neat/Up,Strong,Simple,Digestif;Dinner/Paired with food;Evening,,,Fernet-Branca;Licor 43;Yamazaki
https://www.liquor.com/recipes/highball-mizuwari/,Highball Mizuwari,https://cdn.liquor.com/wp-content/uploads/2015/08/Highball-Mizuwari-recipe-260x260.jpg,This Japanese cocktail is all about the whisky—and the ritual. Make sure you count your stirs.,Stack several large cubes of ice in a highball glass. Pour the whisky into the glass and slowly stir it 13 and a half times.  Fill the glass with ice again and top with sparkling water. Stir three and a half more times to finish the drink.,Japanese whisky;Sparkling water,,Highball,Spirit-forward,Japanese Whisky,Classics,Stirred,On the Rocks,Medium,Simple,Afternoon;Evening,,Summer,
https://www.liquor.com/recipes/washington-apple/,Washington Apple,https://cdn.liquor.com/wp-content/uploads/2017/10/20141510/Washington-Apple-720x720-recipe-260x260.jpg,This crisp apple and cranberry cocktail is ridiculously easy to drink. ,Add all the ingredients into a shaker with ice and shake. Strain into a coupe glass. Garnish with an apple slice.,Canadian whisky;Sour apple schnapps;Cranberry juice,1 slice Apple,Coupe,Fruity/Citrus-forward;Sour;Sweet,Canadian Whisky;Liqueurs,Modern Classics,Shaken,Neat/Up,Medium,Simple,Afternoon;Evening,,Summer,Wiser's
https://www.liquor.com/recipes/maryums-grass-skirt/,Maryum’s Grass Skirt,https://cdn.liquor.com/wp-content/uploads/2015/08/Maryums-Grass-Skirt-720x720-recipe-260x260.jpg,Rum and rye play nicely with rosehip liqueur and pineapple juice in this drink from Atwood Restaurant in Chicago.,Add all ingredients to a shaker and fill with ice. Shake and strain into a coupe glass. Garnish with mint sprig.,Caña Brava Rum;Rittenhouse rye;Koval Rosehip Liqueur;Fresh pineapple juice;Peychaud’s bitters;Juice from brandied cherries;Mint leaves,Mint sprig,Coupe,Fruity/Citrus-forward;Spirit-forward,Rye Whiskey,Modern Classics;Tiki / Tropical,Shaken,Neat/Up,Medium,Simple,Afternoon;Evening,,Summer,Caña Brava;Koval;Peychaud's;Rittenhouse
https://www.liquor.com/recipes/elyx-pineapple/,Elyx Pineapple,https://cdn.liquor.com/wp-content/uploads/2015/08/Elyx-Pineapple-720x720-recipe-260x260.jpg,This picturesque pineapple and vodka concoction is served at Edition Hotels.,Add all ingredients to a shaker and fill with ice. Shake and strain into a copper pineapple glass or Collins glass over crushed ice. Garnish with dried pineapple and a sprig of torched rosemary.,Absolut Elyx;Boiron Pineapple Puree;Fresh lemon juice;Oloroso sherry;Rosemary syrup;Salted caramel syrup;Bittermens Tiki Bitters,Dried pineapple;Torched (or fresh) rosemary,Copper pineapple;Collins,Fruity/Citrus-forward;Salty/Savory,Vodka,Tiki / Tropical,Shaken,Crushed Ice,Strong,Complicated,Afternoon;Evening,,Summer,Absolut Elyx;Bittermens;Boiron
https://www.liquor.com/recipes/606-swizzle/,606 Swizzle,https://cdn.liquor.com/wp-content/uploads/2015/08/606-swizzle-720x720-recipe-260x260.jpg,Sherry pineapple juice and a rummy homemade mix are the stars of this cocktail from Sable Kitchen & Bar in Chicago.,Add all ingredients except the pilsner to a hurricane glass filled with crushed ice. Mix well and top with pilsner.  Garnish with a mint sprig and 3 dashes of Angostura Bitters.,East Indian sherry;Amontillado sherry;Blackstrap banana mix;Fresh pineapple juice;Fresh lime juice;Pilsner,Mint sprig;3 dash Angostura bitters,Hurricane,Fruity/Citrus-forward;Spirit-forward,Liqueurs;Rum;Vermouth / Aperitif Wine,Tiki / Tropical,Stirred,Crushed Ice,Strong,Medium,Afternoon;Evening,,Summer,Angostura Bitters;Bacardi 8;Blackstrap;Briottet
https://www.liquor.com/recipes/bumboat/,Bumboat,https://cdn.liquor.com/wp-content/uploads/2015/08/bumboat-720x720-recipe-260x260.jpg,This eclectic cocktail from San Francisco’s Smuggler’s Cove uses pineapple almond whiskey and rum.,Add all ingredients except the 151 to a hollowed out pineapple and fill with crushed ice. Blend well and float the 151 or Lemon Hart on top.,Fresh pineapple juice;Fresh lemon juice;Cinnamon syrup;Rye Whiskey;Light rum;Almond extract;Tiki bitters or Angostura Bitters;Lemon Hart or Hamilton 151,,Hollowed pineapple with hole for straw;;Collins,,Rum;Rye Whiskey,Tiki / Tropical,Blended;Stirred,Crushed Ice,Strong,Complicated,Afternoon;Evening,,Summer,Hamilton 151;Lemon Hart
https://www.liquor.com/recipes/twist-my-armagnac/,Twist My Arm(agnac),https://cdn.liquor.com/wp-content/uploads/2015/08/twist-my-armangnac-720x720-recipe.jpg,After one sip of this pineapple-spiked drink from San Francisco’s Dirty Habit you won’t need any more coaxing. ,Add all ingredients to a shaker and fill with ice. Shake and strain into a rocks glass over one large ice cube. Garnish with a compressed pineapple core or a cube of pineapple.,Belvedere vodka;Tariquet Classique VS Armagnac;Fresh pineapple juice;Fresh lemon juice;Rich demerara syrup,Compressed pineapple core or cube of pineapple.,Rocks,Fruity/Citrus-forward;Sweet,Armagnac;Vodka,Modern Classics,Shaken,On the Rocks,Strong,Medium,Afternoon;Evening,,Summer,Belvedere;Tariquet
https://www.liquor.com/recipes/piha-spritz/,Piha Spritz,https://cdn.liquor.com/wp-content/uploads/2015/08/piha-spritz-720x720-v2-recipe-260x260.jpg,You can find this pineapple and gin concoction at The Musket Room in New York.,Add all ingredients except the sparkling wine to a shaker and fill with ice. Shake and strain into a wine glass filled with fresh ice and top with the sparkling rosé. Garnish with a sage flower and/or leaf.,Greenhook Beach Plum gin liqueur;Palm sugar rooibos syrup;Fresh pineapple juice;Tempus Fugit Kina L'Aréo d'Or apéritif;Fresh lime juice;Sparkling dry rosé,1 Sage flower or leaf,Wine,Bubbly;Fruity/Citrus-forward,Gin;Vermouth / Aperitif Wine,Modern Classics,Shaken,On the Rocks,Strong,Complicated,Afternoon;Evening,,Summer,Greenhook Ginsmiths;Tempus Fugit Spirits
https://www.liquor.com/recipes/al-pachilli/,Al Pachilli,https://cdn.liquor.com/wp-content/uploads/2015/08/Al-Pachilli-720x720-recipe-260x260.jpg,This fruity cocktail from MAMO in New York gets a hint of spice. ,Add all ingredients to a shaker and fill with ice. Shake well and strain into a coupe glass.,Y Chilli liqueur;Passion fruit juice;Pineapple juice;Grenadine,,Coupe,Fruity/Citrus-forward;Spicy;Spirit-forward,Liqueurs;Vodka,Modern Classics,Shaken,Neat/Up,Strong,Simple,Afternoon;Evening,,Summer,Belvedere;Y Chili
https://www.liquor.com/recipes/choose-your-own-base-spirit-pina-colada/,Choose-Your-Own-Base-Spirit Piña Colada,https://cdn.liquor.com/wp-content/uploads/2015/08/choose-your-own-base-pina-colada-720x720-recipe-260x260.jpg,Not a fan of rum? Try this classic tiki drink with Chartreuse instead.,Add all ingredients to a shaker and fill with ice. Shake and strain into a Collins glass filled with crushed ice. Fill the top of the glass with crushed ice and top with nutmeg.,Base spirit (rum Green Chartreuse Campari or mezcal);Pineapple juice;Fresh lime juice;Coco Lopez cream of coconut;Simple syrup,Nutmeg cube of pineapple with two pineapple leaves,Collins,Creamy;Fruity/Citrus-forward,Liqueurs;Mezcal;Rum,Tiki / Tropical,Shaken,Crushed Ice,Medium,Medium,Afternoon;Evening,,Summer,Campari;Chartreuse;Coco Lopez
https://www.liquor.com/recipes/snake-bit-sprout/,Snake Bit Sprout,https://cdn.liquor.com/wp-content/uploads/2015/08/snake-bit-sprout-720x720-recipe.jpg,Chamomile gin and pineapple juice? This cocktail from Houston cocktail bar Julep is delightfully unexpected.,Add all ingredients except the apple cider to a shaker and fill with ice. Shake and strain into a Collins glass filled with fresh crushed ice. Fill the top of the glass with crushed ice and layer the apple cider on top. Garnish with chamomile buds and serve with a long straw.,Chamomile-infused dry gin;Pineapple juice;Fresh lime juice;Simple syrup;Apple cider,Chamomile buds,Collins,Fruity/Citrus-forward;Sweet,Gin,Modern Classics,Shaken,Crushed Ice,Medium,Medium,Afternoon;Evening,,Summer,
https://www.liquor.com/recipes/tepache-mode/,Tepache Mod,https://cdn.liquor.com/wp-content/uploads/2015/07/recipe-meet-tepache-summers-favorite-fermented-pineapple-drink-700x700-260x260.jpg,The secret to this summery cocktail? Tepache liqueur based on the traditional Mexican beverage that’s made with fermented pineapple unrefined brown sugar and spices. ,Add all ingredients to a shaker filled with ice. Shake and strain into Martini glass. Garnish with freshly-grated cinnamon.,Dos Lunas tequila;Fresh lime juice;Simple syrup,Fresh grated cinnamon,Martini,,Tequila,Modern Classics,Shaken,Neat/Up,,,,,Summer,
https://www.liquor.com/recipes/sin-nombre/,Sin Nombre,https://cdn.liquor.com/wp-content/uploads/2015/06/Sin-Nombre-Cocktail-Don-Julio.jpg,The secret ingredient in this blushing glass? A hint of refreshing aloe vera juice. ,Combine all ingredients in a cocktail shaker with ice. Shake well. Strain contents into a rocks glass over ice. Garnish with an orange or lemon twist.,Don Julio blanco tequila;Fresh lemon juice;Aloe vera juice;Pomegranate juice;Maraschino liqueur;Orange bitters;Peychaud's bitters;Orange or lemon,,Rocks,Bitter;Fruity/Citrus-forward,Tequila,Modern Classics,Shaken,On the Rocks,Light,Simple,Afternoon;Morning/Brunch,,Summer,Peychaud's
https://www.liquor.com/recipes/miss-me-not/,Miss Me Not,https://cdn.liquor.com/wp-content/uploads/2015/06/Miss-Me-Not-Cocktail-Don-Julio-260x260.jpg,A fresh celery and sugar snap pea syrup brightens this tequila-based Highball complete with an absinthe mist. ,Combine Don Julio Blanco Tequila sherry fresh lemon juice celery and sugar snap pea syrup into a shaker with ice. Shake well. Strain contents into a highball glass over ice and top with seltzer. Garnish with mint sprig and absinthe mist.,Don Julio blanco tequila;Sherry;Fresh lemon juice;Celery and sugar snap pea syrup;Seltzer,1 sprig Mint;Absinthe,Highball,Spirit-forward,Tequila;Vermouth / Aperitif Wine,Modern Classics,Shaken,On the Rocks,Medium,Complicated,,,Summer,don julio
https://www.liquor.com/recipes/pils-al-pastor/,Pils Al Pastor,https://cdn.liquor.com/wp-content/uploads/2015/06/Pils-al-Pastor-Cocktail-Don-Julio-260x260.jpg,Ancho chile liqueur tart drinking vinegar and a cap of Pilsner give this cocktail its fizzy kick.,Combine Don Julio Blanco Tequila ancho chile liqueur fresh lime juice and Pok Pok Pineapple drinking vinegar in a cocktail shaker with ice. Shake well. Strain contents into a rocks glass rimmed with La Boite 37 Spice and Salt blend over ice. Top with Pilsner.,Don Julio blanco tequila;Ancho chile liqueur;Lime juice;Pok Pok Pineapple Drinking Vinegar;Pilsner,La Boite 37 Spice and Salt Blend,Rocks,Salty/Savory;Sour;Spicy,Beer;Tequila,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Evening,,Summer,Pok Pok
https://www.liquor.com/recipes/grapefruit-sazerac/,Grapefruit Sazerac,https://cdn.liquor.com/wp-content/uploads/2015/06/Purely-Syrup-Grapefruit-Sazerac-260x260.jpg,Grapefruit adds a welcome citrus note to this New Orleans specialty.,Combine all ingredients in a mixing glass with ice. Stir for approximately eight seconds. Spray absinthe into a cocktail glass with a spritzer. Strain into a cocktail glass and garnish with grapefruit peel.,Rye Whiskey;Bitters;Purely Syrup Grapefruit;Absinthe,1 Grapefruit peel,Cocktail,Bitter;Fruity/Citrus-forward;Spirit-forward,Absinthe;Rye Whiskey,Modern Classics,Stirred,Neat/Up,Strong,Medium,Afternoon;Aperitif;Dinner/Paired with food,,Summer,Purely Syrup
https://www.liquor.com/recipes/maple-leaf/,Maple Leaf,https://cdn.liquor.com/wp-content/uploads/2015/06/Purely-Syrup-Maple-Leaf-260x260.jpg,Vanilla bean maple and bourbon compliment each other in this heart-warming concoction.,Combine all ingredients in a cocktail shaker with ice. Shake for approximately 12 seconds. Strain into a chilled Nick and Nora glass and garnish with vanilla bean.,Bourbon;Purely Syrup Vanilla Bean;Organic maple syrup;Fresh lemon juice;Bitters,1 Vanilla bean,Coupe,Sweet,Bourbon / American Whiskey,Modern Classics,Shaken,Neat/Up,Medium,Simple,,,Fall;Winter,Purely Syrup
https://www.liquor.com/recipes/hanalei-sun/,Hanalei Su,https://cdn.liquor.com/wp-content/uploads/2015/06/recipe-hanalei-sun-260x260.jpg,This infusion makes a fast-as-lightning cocktail. Just let pineapple chunks and rum hang out together for a few days. Then shake strain and sip. ,Place the pineapple pieces and the vodka or rum in a large nonreactive metal or glass container with a lid. Cover and let sit for one week in the refrigerator stirring it once a day. Strain the liquid through a fine-mesh sieve set over a bowl allowing the fruit to sit in the strainer for 30 minutes so as to get all the liquid. Discard the fruit and funnel the infusion back into the  original bottle and label. The infusion will keep for two weeks in the refrigerator. To serve pour 3 ½ ounces of the pineapple infusion into a shaker and shake with ice until chilled. Strain into a chilled coupe glass and garnish with a pineapple wedge.,Pineapple peeled cored and cut into one-inch pieces;750 ml bottle Vodka or white rum,Pineapple wedge,Coupe,Fruity/Citrus-forward;Sweet,Rum;Vodka,Modern Classics;Punches,,Neat/Up,Medium,,,,,
https://www.liquor.com/recipes/sueys-sangrita/,Suey’s Sangrit,https://cdn.liquor.com/wp-content/uploads/2015/06/recipe-sangrita-260x260.jpg,Julie Reiner sees the value in drinking tequila straight. If you want to have your cake and eat it too pair your bottle with her recipe for Sangrita a tomato-based citrus concoction that can be enjoyed on the side. ,In a pitcher combine the jalapeño juices Tabasco Cholula salt paprika and pepper. Stir cover and let the mixture sit in the refrigerator for 30 minutes. Remove the jalapeño. To serve pour five ounces of the Sangrita into a Collins glass filled with ice and serve alongside a two-ounce shot of blanco tequila.,Jalapeño sliced in half and seeded (leave the seeds in for a spicier Sangrita);Tomato juice;Orange juice;Grapefruit juice;Lime juice;Tabasco hot sauce;Cholula hot sauce;Salt;Pinch Smoked paprika;Pinch White pepper;Partida Blanco tequila,,Collins,Spicy,Non-Alcoholic,Non-Alcoholic,Stirred,On the Rocks,,Complicated,Afternoon;Morning/Brunch,,Brunch,Partida Tequila
https://www.liquor.com/recipes/nolets-bramble/,NOLET’S Bramble,https://cdn.liquor.com/wp-content/uploads/2015/06/NOLETS-Bramble-REVIVAL-Social-Club-2.jpg,This gin cocktail from Tim Wells of Chicago’s Revival Social Club gets a seriously fruity twist with pomegranate syrup and raspberry liqueur. ,Add all ingredients to a shaker and fill with ice. Shake hard for 10 seconds and strain into a Double Old Fashioned glass over fresh ice. Garnish with a lemon slice and fresh basil leaves.,NOLET'S Silver Gin;Pomegranate syrup;Fresh lemon juice;Raspberry liqueur;Orange bitters,Lemon slice and fresh basil leaves,Double Old Fashioned,Spirit-forward;Sweet,Gin,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Digestif;Evening,,,NOLET'S Finest Gin
https://www.liquor.com/recipes/liquor-coms-pina-colada/,Liquor.com’s Piña Colada,https://cdn.liquor.com/wp-content/uploads/2015/06/recipe-pina-colada-260x260.jpg,The chilly coconut-y drink is having (another) delicious moment. And this recipe might be the best there is. ,Pour all ingredients into a shaker filled with ice. Shake well for a good 30 seconds or so. Strain into a cocktail glass. Garnish with a wedge of fresh pineapple.,Dark rum (recommended: Don Q Anejo Rum);Fresh pineapple juice;Fresh orange juice;Fresh lime juice;Coconut milk;Heavy cream;Demerara simple syrup,Pineapple wedge,Coupe,Creamy;Fruity/Citrus-forward;Sweet,Rum,Classics;Modern Classics,Shaken,Neat/Up,Light,Simple,,,Summer,
https://www.liquor.com/recipes/the-inside-scoop/,Inside Scoop,https://cdn.liquor.com/wp-content/uploads/2015/06/recipe-inside-scoop-260x260.jpg,You’ve never tasted a root beer float this good.,Spritz a rocks glass with the Chartreuse. Add the Jägermeister and root beer. Add a scoop of vanilla ice cream on top. Add the bitters on top of the ice cream. Express the oil from an orange peel over top and discard the peel.,Yellow Chartreuse;Jägermeister chilled;Root beer;Vanilla ice cream;Devil’s Larder root beer bitters,Orange oil,Rocks,Bitter;Creamy;Sweet,Liqueurs;Non-Alcoholic,Modern Classics,Stirred,Neat/Up,Light,Medium,Afternoon;Evening,,Brunch;Summer,
https://www.liquor.com/recipes/precision-timepiece/,Precision Timepiece,https://cdn.liquor.com/wp-content/uploads/2015/06/recipe-precision-timepiece.jpg,Jäger amaro and Aperol create one handsome cocktail.,Add all ingredients to a mixing glass and fill with ice. Stir and strain into a rocks glass filled with ice. Garnish with an orange twist.,Jägermeister;Amaro Montenegro;Aperol;Dale DeGroff's Pimento Bitters,Orange twist,Rocks,Bitter,Liqueurs,Modern Classics,Stirred,On the Rocks,Medium,Simple,Digestif;Evening,,Fall;Spring,
https://www.liquor.com/recipes/stags-leap/,Stag’s Leap,https://cdn.liquor.com/wp-content/uploads/2015/06/recipe-stags-leap.jpg,Who said Jäger can’t be fancy? Mix it with bitters and sweet vermouth for a craft cocktail you’ll love.,Add all ingredients to a Collins glass and fill with ice. Top with seltzer.,Jägermeister;Sweet vermouth;Devil’s Larder Root Beer Bitters;Seltzer,,Collins,Bitter,Liqueurs;Vermouth / Aperitif Wine,Modern Classics,Stirred,On the Rocks,Medium,Simple,Digestif;Evening,,Fall;Spring,
https://www.liquor.com/recipes/german-vacation/,German Vacation,https://cdn.liquor.com/wp-content/uploads/2015/06/recipe-german-vacation-260x260.jpg,Who couldn’t use a nice getaway? This Jäger and rum cocktail will take you to faraway lands.,Add all ingredients to a shaker and fill with ice. Shake and strain into a Collins glass filled with pebble ice. Mound more ice on top like a snow cone and garnish with a few heavy dashes of Peychaud's Bitters.,Jägermeister;Flor de Caña 4-Year-Old Gold Rum;Domaine de Canton;Orgeat;Fresh lemon juice,3 dash Peychaud's Bitters,Collins,Bitter;Spirit-forward,Liqueurs;Rum,Modern Classics,Shaken,On the Rocks,Medium,Medium,Evening,,,
https://www.liquor.com/recipes/the-rose-garden/,The Rose Garden,https://cdn.liquor.com/wp-content/uploads/2015/05/23225953/rose-garden-720x720-recipe.jpg,Strawberry pineapple and rose combine in this refreshing gin cocktail.,In a shaker muddle the strawberry and three rose petals. Add remaining ingredients and fill shaker with ice. Shake vigorously and double strain into a tulip glass over fresh ice. Garnish with a rose petal.,NOLET’S Silver Gin;Rose syrup;Pineapple juice;Fresh lemon juice;Strawberry;Egg white;Rose petals,1 Rose petal,Tulip,Fruity/Citrus-forward;Spirit-forward,Gin,Modern Classics,Shaken,On the Rocks,Medium,Complicated,Afternoon;Digestif;Morning/Brunch,,,NOLET'S Finest Gin
https://www.liquor.com/recipes/nolets-mango-crush/,NOLET’S Mango Crush,https://cdn.liquor.com/wp-content/uploads/2015/06/NOLETS-Mango-Crush-1.jpg,Cool down this summer with a frosty gin and mango cocktail at Blackbird Ordinary. ,Add all ingredients to a blender and fill with crushed ice. Blend thoroughly and pour into a pint glass.,NOLET’S Silver Gin;Fresh lemon juice;Simple syrup;Fresh mango puree;Fee Brothers Rhubarb Bitters,,Pint,Fruity/Citrus-forward;Spirit-forward,Gin,Modern Classics,Blended,Crushed Ice,Light,Medium,Afternoon;Digestif,,Summer,NOLET'S Finest Gin
https://www.liquor.com/recipes/voodoo-eyes/,Voodoo Eyes,https://cdn.liquor.com/wp-content/uploads/2015/05/Voodoo-Eyes.jpg,This frothy chamomile and gin recipe is on the the menu at San Francisco cocktail bar Oddjob. ,Add all ingredients to a shaker. Dry shake until the ingredients emulsify. Fill the shaker with ice and shake again until well chilled. Double strain into a cocktail glass. Garnish with chamomile dust and burnt rosemary.,Chamomile-infused NOLET’S Silver Gin;Turbinado sugar;Fresh lemon juice;Egg white,Chamomile dust and <br/>burnt rosemary,Cocktail,Spirit-forward;Sweet,Gin,Modern Classics,Shaken,Neat/Up,Medium,Complicated,Afternoon;Evening,,,NOLET'S Finest Gin
https://www.liquor.com/recipes/grapefruit-hemingway/,Grapefruit Hemingway,https://cdn.liquor.com/wp-content/uploads/2015/05/Grapefruit-Hemingway-Stanton-Social.jpg,Gin and citrus combine to make one seriously refreshing tipple. Created by Dante Alston and can be found at Stanton Social.,In a shaker muddle the grapefruit wheel. Add remaining ingredients and fill shaker with ice. Shake and strain into a rocks glass.,NOLET’S Silver Gin;Maraschino liqueur;Fresh lemon juice;Lemon simple syrup;Fresh grapefruit wheel,,Rocks,Fruity/Citrus-forward;Spirit-forward,Gin,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Evening,,,NOLET'S Finest Gin
https://www.liquor.com/recipes/pistachio-mule/,Pistachio Mule -,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-pistachio-mule.jpg,This classic cocktail has a seriously nutty twist.,Add all ingredients except the ginger beer to a shaker and fill with ice.  Shake hard and strain into a rocks glass filled with fresh ice. Garnish with a lime wedge.,Pistachio shell–infused vodka;Fresh lime juice;Simple syrup;Fresh ginger juice;Ginger beer,Lime wedge,Rocks,Bubbly;Salty/Savory;Spicy,Vodka,Modern Classics,Cooked/Heated;Shaken,On the Rocks,Medium,Complicated,,,,
https://www.liquor.com/recipes/dans-le-nuit/,Dans Le Nuit -,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-dans-le-nuit.jpg,In this cocktail from Sable Kitchen & Bar in Chicago pistachios pay a nice complement to cognac.,Add all ingredients to a shaker and fill with ice. Shake and strain into a Collins glass over crushed ice. Garnish with an orange peel.,Pierre Ferrand Ambre Cognac;Pistachio syrup;Fresh lemon juice;Marie Brizard Orange Curaçao;Simple syrup,Orange peel,Collins,,Cognac,Modern Classics,Cooked/Heated;Shaken,On the Rocks,Medium,Complicated,,,,Pierre Ferrand Cognac
https://www.liquor.com/recipes/cardamom/,Cardamom,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-cardamom-260x260.jpg,Inspired by the earthy flavors of cardamom this cocktail combines espresso pistachio vodka and cardamom syrup. ,Add all ingredients into a shaker with ice and shake. Double-strain into a punch cup. Garnish with 3 cardamom pods. *Pistachio-fat-washed vodka: Combine 120 g pistachio oil and 1 750 mL bottle of vodka in a covered jar. Shake mixture every 10 minutes for 2 hours. Plack mixture in the freezer for 4-6 hours. Strain mixture and store in a sealed container for up to 1 month. **Cardamom syrup: Bring 1 cup water and 1/4 cup cardamom pods to a boil. Stir in 1 cup sugar until fully dissolved. Remove mixture from heat and allow to cool. Keep in refrigerator for 3 days then strain and discard cardamom. Store refrigerated for up to 2 weeks.,Pistachio-fat-washed vodka;Brazilian espresso;Cardamom syrup,Cardamom pods,Punch,Bitter;Salty/Savory;Sweet,Vodka,Punches,Cooked/Heated;Shaken,Neat/Up,Medium,Complicated,Afternoon;Evening,,,
https://www.liquor.com/recipes/evol/,EVOL -,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-evol-pistachio-cocktail-shake-and-spear.jpg,Pistachio-infused sherry? Seattle’s Shaker + Spear knows how to make an innovative cocktail.,Add all ingredients to a mixing glass and fill with ice. Stir and strain into an Irish coffee glass. Garnish with a grapefruit twist.,Pistachio-infused Oloroso sherry;Luxardo Bitter Liqueur;Four Roses Yellow Label Bourbon;Rhubarb bitters,Grapefruit twist,Irish Coffee,Spirit-forward,Liqueurs,Modern Classics,Stirred,Neat/Up,Medium,Medium,,,,Four Roses
https://www.liquor.com/recipes/cream-of-the-crop/,Cream of the Crop -,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-cream-of-the-crop-1.jpg,Mezcal and pistachios whisper sweet nothings in this cocktail from Dirty Habit in San Francisco.,Add all ingredients to a shaker and fill with ice. Shake and strain into a highball glass over fresh ice. Garnish with a piece of candied ginger and an espelette pepper.,Del Maguey Vida Mezcal;King’s Ginger;Coconut-pistachio puree;Fresh lemon juice,Candied ginger and an espelette pepper,Highball,Fruity/Citrus-forward;Sweet,Mezcal,Modern Classics,Shaken,On the Rocks,Medium,Complicated,,,,Del Maguey Vida mezcal
https://www.liquor.com/recipes/lychee/,Lychee -,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-lychee-260x260.jpg,Pistachios coconut lychee and rum combine to make one tasty drink that’s on the menu at BDK in San Francisco.,Add all ingredients to a shaker and fill with ice. Shake and strain into a Belgian beer glass over cobbled ice. Garnish with toasted coconut and lime zest.,Absolut Wild Tea vodka;Coconut-lychee milk;Salted pistachio syrup;Fresh lime juice,Toasted coconut and lime zest,Belgian beer glass,Fruity/Citrus-forward;Sweet,Vodka,Modern Classics,Cooked/Heated;Shaken,On the Rocks,Medium,Complicated,Afternoon;Evening;Morning/Brunch,,,Absolut
https://www.liquor.com/recipes/john-the-baptist/,John the Baptist,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-john-the-baptist-260x260.jpg,This Irish whiskey  take on Tiki  combines flavors of pistachio apricot matcha and more.,Add all the ingredients to a shaker filled with ice and shake. Strain into a Tiki mug or Collins glass over fresh ice. Garnish with freshly grated nutmeg and fresh mint sprigs.,Green Spot Irish whiskey;Pernod absinthe;Coco Lopez mactha green tea powder mix;Pineapple juice;Pistachio syrup;Crème de cacao;Apricot eau-de-vie;Half-and-half,Grated nutmeg,Tiki mug;Collins,,,,,,,,,,,
